0.5625	    0.326975	
0.6875	     0.71094	
0.8125	     1.15332	
0.9375	     1.61916	
 1.062	     2.06833	
 1.188	     2.54913	
 1.312	     3.07199	
 1.438	     3.52047	
 1.562	     3.84393	
 1.688	     4.16971	
 1.812	     4.52703	
 1.938	     4.77104	
 2.062	     4.85325	
 2.188	      4.8659	
 2.312	     4.84176	
 2.438	     4.98576	
 2.562	     5.32166	
 2.688	     5.47621	
 2.812	     5.42815	
 2.938	     5.57147	
 3.062	     5.93955	
 3.188	     5.96897	
 3.312	      5.6201	
 3.438	       5.451	
 3.562	     5.48618	
 3.688	     5.40734	
 3.812	     5.20739	
 3.938	     5.11085	
 4.062	     5.13113	
 4.188	     5.00513	
 4.312	     4.71964	
 4.438	     4.57399	
 4.562	     4.58323	
 4.688	     4.52005	
 4.812	     4.37917	
 4.938	     4.39165	
 5.062	     4.57006	
 5.188	      4.5494	
 5.312	     4.31479	
 5.438	     4.20907	
 5.562	     4.24259	
 5.688	     4.19193	
 5.812	     4.05128	
 5.938	     4.03062	
 6.062	     4.13847	
 6.188	     4.06706	
 6.312	     3.80604	
 6.438	     3.67017	
 6.562	      3.6676	
 6.688	     3.57597	
 6.812	     3.39042	
 6.938	     3.34319	
 7.062	     3.44223	
 7.188	     3.36258	
 7.312	     3.09494	
 7.438	      2.8872	
 7.562	     2.74286	
 7.688	     2.65055	
 7.812	     2.61323	
 7.938	     2.62383	
     9	     40.1429	
    11	     29.8276	
    13	     21.4075	
    15	     19.1579	
    17	     11.1735	
    19	     8.87589	
    21	     6.71071	
    23	     4.10104	
    25	     6.06348	
    27	     3.67537	
    29	     1.93689	
    31	           0	
    33	           0	
    35	           0	
    37	           0	
   39	           0	
    41	           0	
    43	           0	
    45	           0	
    47	           0	
    49	           0	
    51	           0	
    53	           0	
    55	           0	
    57	           0	
    59	           0	
