0.5625	     1.15361	
0.6875	    0.292453	
0.8125	     4.36381	
0.9375	     6.17322	
 1.062	     3.60928	
 1.188	    0.554454	
 1.312	     0.38274	
 1.438	     3.88417	
 1.562	     10.2539	
 1.688	     18.2549	
 1.812	      26.856	
 1.938	     35.2814	
 2.062	     42.8516	
 2.188	     49.4028	
 2.312	     55.1555	
 2.438	     60.3666	
 2.562	     64.9309	
 2.688	     68.3743	
 2.812	     70.8329	
 2.938	     71.3151	
 3.062	     69.8333	
 3.188	     66.4109	
 3.312	     61.2027	
 3.438	     55.0175	
 3.562	     47.9182	
 3.688	     41.2024	
 3.812	     34.9585	
 3.938	     29.4138	
 4.062	     24.5812	
 4.188	     20.3404	
 4.312	     16.6876	
 4.438	     13.4895	
 4.562	     10.7375	
 4.688	     8.48811	
 4.812	     6.72619	
 4.938	     5.35892	
 5.062	     4.37004	
 5.188	     3.65035	
 5.312	     3.18847	
 5.438	     2.81712	
5.562	     2.53241	
 5.688	      2.2463	
 5.812	     1.95896	
 5.938	     1.69343	
 6.062	     1.44887	
 6.188	     1.27152	
 6.312	     1.15861	
 6.438	     1.04763	
 6.562	    0.938562	
 6.688	     0.85187	
 6.812	    0.786562	
 6.938	    0.725983	
 7.062	    0.669919	
 7.188	    0.628406	
 7.312	    0.600827	
 7.438	    0.572523	
 7.562	    0.543512	
 7.688	    0.515922	
 7.812	    0.489717	
 7.938	    0.472988	
     9	      5.9709	
    11	     3.48887	
    13	     2.42716	
    15	     1.49371	
    17	    0.841613	
    19	    0.453487	
    21	    0.325876	
    23	    0.235861	
    25	    0.154856	
    27	    0.096416	
    29	   0.0744257	
    31	   0.0565572	
    33	   0.0361415	
    35	   0.0271387	
    37	     0.01526	
    39	   0.0119388	
    41	  0.00995504	
    43	   0.0058594	
    45	   0.0033131	
    47	  0.00148443	
    49	  0.00102283	
    51	0.000532457	
    53	  0.00110729	
    55	           0	
    57	           0	
    59	0.000616235	
