0.5625	     1.20931	
0.6875	     1.47891	
0.8125	     1.67743	
0.9375	     1.78954	
 1.062	     1.82289	
 1.188	     1.85337	
 1.312	     1.88673	
 1.438	     1.86384	
 1.562	     1.78737	
 1.688	     1.72622	
 1.812	     1.68177	
 1.938	     1.60227	
 2.062	     1.48905	
 2.188	      1.3793	
 2.312	     1.27286	
 2.438	     1.22015	
 2.562	     1.22066	
 2.688	     1.18297	
 2.812	     1.10718	
 2.938	     1.07651	
 3.062	     1.09023	
 3.188	     1.04424	
 3.312	     0.93896	
 3.438	    0.871205	
 3.562	    0.840707	
 3.688	    0.796249	
 3.812	    0.737926	
 3.938	    0.697919	
 4.062	    0.676066	
 4.188	    0.637101	
 4.312	    0.580974	
 4.438	    0.545059	
 4.562	    0.529226	
 4.688	    0.506381	
 4.812	    0.476577	
 4.938	    0.464622	
 5.062	    0.470441	
 5.188	    0.455994	
 5.312	    0.421368	
5.438	    0.400773	
 5.562	    0.394102	
 5.688	    0.380104	
 5.812	    0.358871	
 5.938	    0.348985	
 6.062	    0.350395	
 6.188	    0.336977	
 6.312	    0.308771	
 6.438	     0.29165	
 6.562	    0.285585	
 6.688	     0.27296	
 6.812	     0.25378	
 6.938	    0.245481	
 7.062	    0.248036	
 7.188	    0.237868	
 7.312	    0.214997	
 7.438	    0.197016	
 7.562	    0.183932	
 7.688	    0.174736	
 7.812	    0.169406	
 7.938	    0.167302	
     9	     2.24727	
    11	      1.3608	
    13	    0.825617	
    15	    0.639899	
    17	    0.329458	
    19	    0.234404	
    21	    0.160699	
    23	   0.0898832	
    25	    0.122556	
   27	   0.0689366	
    29	    0.033893	
    31	           0	
    33	           0	
    35	           0	
    37	           0	
    39	           0	
    41	           0	
    43	           0	
    45	           0	
    47	           0	
    49	           0	
    51	           0	
    53	           0	
    55	           0	
    57	           0	
    59	           0	
