0.5625	      84.308	

0.6875	      111.1	

0.8125	    136.456	

0.9375	    161.337	

 1.062	    186.092	

 1.188	    205.637	

 1.312	    220.108	

 1.438	    231.327	

 1.562	    239.517	

 1.688	    245.597	

 1.812	    249.766	

 1.938	    252.289	

 2.062	      253.31	

 2.188	    254.381	

 2.312	    255.479	

 2.438	    257.624	

 2.562	    260.839	

 2.688	    262.602	

 2.812	    262.858	

 2.938	    258.075	

 3.062	    248.244	

 3.188	    233.437	

 3.312	    213.676	

 3.438	    191.452	

 3.562	    166.795	

 3.688	    143.905	

 3.812	      122.76	

 3.938	    104.025	

 4.062	    87.6744	

 4.188	    73.2572	

 4.312	    60.7406	

 4.438	    49.6606	

 4.562	    40.0063	

 4.688	    32.0345	

 4.812	    25.7344	

 4.938	    20.7912	

 5.062	    17.1993	

 5.188	    14.5771	

 5.312	    12.9203	

 5.438	    11.5859	

 5.562	    10.5709	

 5.688	    9.51718	

 5.812	    8.42635	

 5.938	    7.39512	

 6.062	    6.42295	

 6.188	    5.72328	

 6.312	      5.2952	

 6.438	    4.86101	

 6.562	    4.42073	

 6.688	    4.07261	

 6.812	      3.8162	

 6.938	    3.57412	

 7.062	    3.34632	

 7.188	      3.1846	

 7.312	    3.08862	

 7.438	    2.98498	

 7.562	    2.87397	

 7.688	    2.76669	

 7.812	      2.6629	

 7.938	      2.6075	

     9	      36.812	

    11	    25.9722	

    13	    21.2755	

    15	    15.0902	

    17	    9.64567	

    19	    5.82035	

    21	    4.63816	

    23	    3.68985	

    25	    2.64256	

    27	      1.7828	

    29	    1.48267	

    31	    1.20795	

    33	    0.824016	

    35	    0.65795	

    37	    0.392029	

    39	    0.324026	

    41	    0.284666	

    43	    0.176089	

    45	    0.104403	

    47	  0.0489493	

    49	  0.0352265	

    51	  0.0191194	

    53	  0.0413873	

    55	          0	

    57	          0	

    59	  0.0257558	
