0.5625	     53.8878	
0.6875	     126.759	
0.8125	     10.4951	
0.9375	     66.6221	
 1.062	     271.958	
 1.188	     468.069	
 1.312	     571.391	
 1.438	     579.864	
 1.562	     520.076	
 1.688	      426.08	
 1.812	     323.393	
 1.938	     227.447	
 2.062	      146.53	
 2.188	     85.6254	
 2.312	     45.5775	
 2.438	     25.0935	
 2.562	     22.2681	
 2.688	     35.1279	
 2.812	     61.5602	
 2.938	     97.7391	
 3.062	     139.109	
 3.188	     180.349	
 3.312	     215.931	
 3.438	     243.165	
 3.562	     257.987	
 3.688	     264.326	
 3.812	     262.516	
 3.938	     254.806	
 4.062	      242.69	
 4.188	      226.55	
 4.312	     207.857	
 4.438	     186.495	
 4.562	     163.694	
 4.688	     141.877	
 4.812	     122.646	
 4.938	     106.114	
 5.062	     93.5911	
 5.188	     84.2454	
 5.312	     79.0339	
 5.438	     74.7736	
 5.562	     71.7778	
 5.688	     67.8169	
 5.812	       62.85	
 5.938	     57.6128	
 6.062	     52.1656	
 6.188	       48.36	
 6.312	     46.4682	
 6.438	     44.2366	
 6.562	     41.6611	
 6.688	     39.6932	
 6.812	     38.4211	
 6.938	     37.1286	
 7.062	     35.8289	
 7.188	     35.1069	
 7.312	      35.025	
 7.438	     34.7903	
 7.562	     34.3951	
 7.688	     33.9702	
 7.812	     33.5201	
 7.938	     33.6276	
     9	     569.457	
    11	     521.993	
    13	     521.808	
    15	     435.339	
    17	     318.974	
    19	     216.604	
    21	     191.411	
    23	     167.034	
    25	     130.092	
    27	     94.7813	
    29	     84.6283	
    31	     73.6485	
    33	      53.431	
    35	     45.2033	
    37	     28.4441	
    39	     24.7534	
    41	     22.8352	
    43	     14.7972	
    45	     9.17061	
    47	     4.48546	
    49	     3.36144	
    51	     1.89674	
    53	     4.26212	
    55	           0	
    57	           0	
    59	     2.94328	
