0.5625	     51.0631	
0.6875	     72.7719	
0.8125	     97.2536	
0.9375	     125.266	
 1.062	     157.347	
 1.188	      188.85	
 1.312	     218.901	
 1.438	     248.346	
 1.562	     276.028	
 1.688	     302.418	
 1.812	     328.089	
 1.938	     352.857	
 2.062	     375.338	
 2.188	     396.877	
 2.312	     419.141	
 2.438	     443.777	
 2.562	     469.823	
 2.688	     493.226	
 2.812	     514.233	
 2.938	      525.18	
 3.062	     524.885	
 3.188	     512.747	
 3.312	     487.102	
 3.438	     452.654	
 3.562	     408.421	
 3.688	     364.429	
 3.812	     321.279	
 3.938	     281.177	
 4.062	     244.565	
 4.188	     210.775	
 4.312	     180.123	
 4.438	     151.735	
 4.562	     125.852	
 4.688	     103.675	
 4.812	     85.6145	
 4.938	     71.0576	
 5.062	     60.3686	
 5.188	     52.5168	
 5.312	     47.7523	
 5.438	     43.9202	
 5.562	     41.0792	
 5.688	     37.8911	
 5.812	     34.3347	
 5.938	     30.8224	
 6.062	     27.3711	
 6.188	     24.8708	
 6.312	     23.4379	
 6.438	     21.9091	
 6.562	     20.2828	
 6.688	     19.0151	
 6.812	     18.1276	
 6.938	     17.2679	
 7.062	      16.439	
 7.188	     15.9025	
 7.312	     15.6738	
 7.438	     15.3906	
 7.562	     15.0506	
 7.688	     14.7115	
 7.812	     14.3743	
 7.938	     14.2858	
     9	     226.765	
    11	     192.924	
    13	     184.624	
    15	     149.812	
    17	     107.707	
    19	     72.1541	
    21	     63.1251	
    23	     54.6585	
    25	      42.314	
    27	     30.6789	
    29	     27.2831	
    31	      23.666	
    33	     17.1226	
    35	     14.4521	
    37	     9.07512	
    39	     7.88372	
    41	     7.26176	
    43	     4.69938	
    45	     2.90907	
    47	      1.4214	
    49	     1.06422	
    51	    0.599983	
    53	     1.34713	
    55	           0	
    57	           0	
    59	    0.928404	
