0.5625	    22.7954	

0.6875	    53.4076	

0.8125	    93.8207	

0.9375	    145.976	

 1.062	    211.148	

 1.188	    282.833	

 1.312	    358.381	

 1.438	    436.936	

 1.562	    515.106	

 1.688	    593.242	

 1.812	    672.323	

 1.938	    751.234	

 2.062	    825.612	

 2.188	    897.403	

 2.312	    971.807	

 2.438	      1052.7	

 2.562	    1137.17	

 2.688	    1215.64	

 2.812	    1288.71	

 2.938	    1335.67	

 3.062	    1352.42	

 3.188	    1334.35	

 3.312	    1278.95	

 3.438	    1197.89	

 3.562	    1088.45	

 3.688	    977.258	

 3.812	    866.291	

 3.938	    761.776	

 4.062	    665.421	

 4.188	    575.517	

 4.312	    493.436	

 4.438	    416.739	

 4.562	    346.464	

 4.688	    285.946	

 4.812	    236.468	

 4.938	    196.521	

 5.062	    167.081	

 5.188	    145.434	

 5.312	    132.303	

 5.438	      121.68	

 5.562	    113.798	

 5.688	    104.959	

 5.812	    95.1246	

 5.938	    85.4104	

 6.062	    75.8606	

 6.188	    69.0755	

 6.312	    65.2709	

 6.438	    61.1717	

 6.562	    56.7727	

 6.688	      53.354	

 6.812	    50.9833	

 6.938	    48.6757	

 7.062	    46.4401	

 7.188	    45.0186	

 7.312	    44.4615	

 7.438	    43.7437	

 7.562	    42.8578	

 7.688	    41.9677	

 7.812	    41.0776	

 7.938	    40.8941	

     9	    657.572	

    11	    569.287	

    13	    551.654	

    15	    451.784	

    17	      327.13	

    19	    220.392	

    21	    193.687	

    23	    168.354	

    25	    130.742	

    27	    95.0503	

    29	    84.7306	

    31	    73.6458	

    33	    53.3776	

    35	    45.1243	

    37	    28.3778

    39	    24.6843	

    41	    22.7632	

    43	    14.7463	

    45	    9.13702	

    47	    4.46826	

    49	    3.34809	

    51	    1.88902	

    53	    4.24443	

    55	          0	

    57	          0	

    59	    2.93072	
