0.5625	     4.26658	
0.6875	    0.608368	
0.8125	      6.3469	
0.9375	     6.82282	
 1.062	     3.18098	
 1.188	    0.403122	
 1.312	    0.235069	
 1.438	      2.0564	
 1.562	     4.76791	
 1.688	     7.55739	
 1.812	     9.97692	
 1.938	     11.8487	
 2.062	     13.1475	
 2.188	     14.0039	
 2.312	     14.4999	
 2.438	     14.7734	
 2.562	     14.8935	
 2.688	     14.7702	
 2.812	     14.4478	
 2.938	     13.7794	
 3.062	     12.8182	
 3.188	     11.6182	
 3.312	     10.2252	
 3.438	     8.79316	
 3.562	     7.34303	
 3.688	      6.0672	
 3.812	     4.95388	
 3.938	     4.01664	
 4.062	     3.23876	
 4.188	     2.58912	
 4.312	      2.0542	
 4.438	     1.60748	
 4.562	     1.23986	
 4.688	    0.950922	
 4.812	    0.731998	
 4.938	    0.566955	
 5.062	    0.449851	
 5.188	     0.36588	
 5.312	    0.311375	
 5.438	    0.268236	
 5.562	     0.23524	
5.688	    0.203684	
 5.812	     0.17353	
 5.938	    0.146623	
 6.062	    0.122672	
 6.188	    0.105352	
 6.312	   0.0939936	
 6.438	   0.0832501	
 6.562	   0.0730831	
 6.688	   0.0650248	
 6.812	   0.0588757	
 6.938	   0.0533069	
 7.062	   0.0482723	
 7.188	   0.0444532	
 7.312	   0.0417378	
 7.438	   0.0390678	
 7.562	    0.036447	
 7.688	   0.0340118	
 7.812	   0.0317464	
 7.938	   0.0301588	
     9	    0.334261	
    11	     0.15917	
    13	   0.0936077	
    15	   0.0498919	
    17	   0.0248156	
    19	   0.0119762	
    21	  0.00780366	
    23	  0.00516941	
    25	  0.00312997	
    27	  0.00180841	
    29	  0.00130235	
    31	0.000927661	
    33	0.000557934	
    35	0.000395705	
    37	0.000210812	
    39	0.000156718	
    41	0.000124493	
    43	6.99685e-05	
    45	3.78566e-05	
    47	1.62618e-05	
    49	1.07615e-05	
    51	  5.3892e-06	
    53	1.07972e-05	
    55	           0	
    57	           0	
    59	  5.4156e-06	
